OldContractNumber,OldFileName,ContractTemplate,signDate,כתובת ספק,CostContractScope,SiteName,status,StartDate,ExpectedEndDate,CostCompMethod,PartyAContactNamePercent,אישור חוזה,contractVersion,ח.פ חברה,docCreator,כתובת חברה,מדד בגין/ידוע,CostIndexMode,CostBaseIndexDate,מספר ספק,DurationMonths,CostIndexPoints,סוג מדד,CostIndexType,סוג ספק,פירוט עלויות,פרק,recipient,otherSides,קישור לנספח,Municipality,customField1,customField2,customField3,customField4,customField5,customField6,customField7,customField8,שיוך לעיר,project,CostCurrency,supplierName,partyAName,WorkDescription,CostPaymentTerms,ItemType,Path,OldFolderName
CONT-10-1821,חוזה מתכנן קונסטרוקציה קרבן.docx,מתכנן קונסטרוקציה,2021-09-15 00:00:00,,,,אושר,2019-01-01 00:00:00,2026-04-05 21:00:00,,100,,1.0,,avic,,1,בגין,2019-01-01 00:00:00,,80,223.3,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
קרבן ושות' חב' להנדסה
הפרחים 9            חיפה
",,קרית אתא ,10255,כ/248,"אבי כהן מחברת אפריקה ישראל מגורים בע""מ ",יוסי מנצ'ק,8,יוסי מנצ'ק,,,,גבעת הכלניות ( שם זמני ),"ש""ח",קרבן ושות' חב' להנדסה,,"תכנון ויעוץ קונסטרוקציה בבנינים , במגרשים לרבות מרתפים פיתוח צמוד בנינים במגרשים ",שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/גבעת הכלניות - קרית אתא,גבעת הכלניות - קרית אתא
CONT-10-1892,חוזה מתכנן קונסטרוקציה.docx,מתכנן קונסטרוקציה,,,591250,סביוני רעננה צפון,טיוטה,2020-01-01 00:00:00,,מחיר קבוע/פאושלי,,,0.4,,germank,,,,,,,,,,,,,"אפריקה ישראל בע''מ מ.ח. 520034760
מרח' יהונתן נתניהו 1.ג' , אור יהודה","
טומי עברון הנדסת בניין בע''מ
רח' המעיין 5 הרצליה
513247015
",,רעננה,גוש 6578 חלקה 151,רנ/708,גרמן קגנובסקי,משה סיטון,,משה סיטון,,,,סביוני  רעננה  צפון,"ש""ח",טומי עברון הנדסת בניין בע''מ,"אפריקה ישראל מגורים בע""מ",הקמה 150 יח''ד ומסחר ,,Item,sites/Contracts/ProjectContractLibrary/סביוני רעננה צפון,סביוני רעננה צפון
CONT-10-1982,חוזה מתכנן קונסטרוקציה.docx,מתכנן קונסטרוקציה,,,,מורדות ארנונה,טיוטה,,,,100%,,,,,,,,,,,,,,,,,"א.מ. ישראל מגורים פיתוח בע""מ
יוני נתניהו 1 ג' אור יהודה
513313148","י. כהן ושות' חברה לתכנון הנדסי בע""מ 
הרב בלוך 5 דירה 21 קרית יערים טלזסון
510587132",,ירושלים,,,אבי ברטי לוי,יצחק כהאן,,זיו סלומון,,,,"א.מ. ישראל מגורים פיתוח בע""מ",,"י. כהן ושות' חברה לתכנון הנדסי בע""מ","א.מ. ישראל מגורים פיתוח בע""מ",,,Item,sites/Contracts/ProjectContractLibrary/מורדות ארנונה,מורדות ארנונה
CONT-10-1992,חוזה מתכנן קונסטרוקציה.docx,מתכנן קונסטרוקציה,2021-03-10 00:00:00,,,אגמי הכרמל ,אושר,2020-11-26 00:00:00,2033-04-05 23:00:00,מחיר קבוע/פאושלי,,,0.5,,avic,,2,ידוע,2020-11-25 00:00:00,,150,223.3374,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0

כלל נכסי נדלן נשר מרכז (נ.נ.נ.מ) שותפות מוגבלת
מרכז עזריאלי בניין משולש 3, תל אביב
540283033

שיכון ובינוי נדל""ן בע""מ
שלם 3 רמת גן 52215
מ.ז 52-002117-1
","
יוסי שירן- הנדסת בנין בע""מ
טשרניחובסקי 37 חיפה
",,נשר,11170,355-0359364 ( מכ/866 ),אבי כהן ,יוסי שירן ,6,יוסי שירן ,1,,,פרויקט אגמי הכרמל – נשר ,"ש""ח","יוסי שירן- הנדסת בנין בע""מ",,תכנון ויעוץ קונסטורקציה ,שוטף + 60,Item,sites/Contracts/ProjectContractLibrary/נשר,נשר
CONT-10-2107,חוזה מתכנן קונסטרוקציה.docx,מתכנן קונסטרוקציה,,,,נס ציונה מחיר למשתכן,טיוטה,,,מחיר קבוע/פאושלי,100,,0.3,,kooksec,,2,,,,,,5.00000000000000,מדד המחירים לצרכן,,,,"
א.מ. ישראל מגורים יזמות בע""מ
יוני נתניהו 1 אור יהודה
514957794","
אמי מתום מהנדסים ויועצים בע""מ
רחוב יבנה 3 חיפה ת.ד 4579
510648272
",,נס ציונה,3642,מגרשים 30/31/32,אבי ברטי לוי,גבי טרכטנברג,,גבי טרכטנברג,14,,,"א.מ ישראל מגורים יזמות בע""מ","ש""ח","אמי מתום מהנדסים ויועצים בע""מ",,,45 יום,Item,sites/Contracts/ProjectContractLibrary/נס ציונה מחיר למשתכן,נס ציונה מחיר למשתכן
CONT-10-2136,חוזה מתכנן קונסטרוקציה.docx,מתכנן קונסטרוקציה,,,478800,נתניה - מגרש 1409,טיוטה,2020-12-16 00:00:00,2024-04-14 23:00:00,מחיר קבוע/פאושלי,,,,,dekelr,,2,ידוע,2020-12-15 00:00:00,,40,223.3374,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
דוד מהנדסים בע""מ
גוש עציון 7 גבעת שמואל
",,נתניה,8256,נת / 556 / ב / 1,דקל רוקבן,,,,155,מגרש 1409,,נתניה - מגרש 1409,"ש""ח","דוד מהנדסים בע""מ",,תכנון קונסטרוקציה,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/נתניה - מגרש 1409,נתניה - מגרש 1409
CONT-10-2186,חוזה מתכנן קונסטרוקציה.docx,מתכנן קונסטרוקציה,,,668750,רמת שרת שלב ב,טיוטה,2023-01-01 00:00:00,,מחיר קבוע/פאושלי,50%,,,,kooksec,,2,,,,36,,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
תנובת הארץ וירושלים בע""מ
בנין שערי העיר יפו 213 ירושלים
513689976
",,ירושלים,,,,,,,,,,"פ.א פיתוח ובנייה בירושלים בע""מ",,"תנובת הארץ וירושלים בע""מ",,"תכנון ופיקוח עליון על פרויקט מגורים הכולל מסחר וחניונים הכולל 2 מגדלי מגורים בני 19 קומות כ""א בסך: 278 יח""ד ומסחר כ2000 מ""ר בקומת קרקע וחניון תת""ק של כ-22,300 מ""ר",,Item,sites/Contracts/ProjectContractLibrary/רמת שרת שלב ב,רמת שרת שלב ב
CONT-10-2310,חוזה מתכנן קונסטרוקציה.docx,מתכנן קונסטרוקציה,,,,,טיוטה,,,,,,,,kooksec,,,,,,,,,,,,,"
ביתא רוטשילד בע""מ

515851194
","
אנונו רפי הנדסת מבנים בע""מ
רחוב שדרות המגינים 53, חיפה
513754564
",,חיפה,,,,,,,,,,,,"אנונו רפי הנדסת מבנים בע""מ",,,,Item,sites/Contracts/ProjectContractLibrary/רוטשילד חיפה,רוטשילד חיפה
CONT-10-2344,חוזה מתכנן קונסטרוקציה.docx,מתכנן קונסטרוקציה,2024-07-07 00:00:00,,865560,הכוזרי הרצליה,טיוטה,2023-12-25 00:00:00,2027-12-02 22:00:00,מחיר קבוע/פאושלי,50%,,0.9,,meryle,,2,ידוע,2023-12-24 00:00:00,,48,,7.00000000000000,מדד נומינלי,,,,"
אפריקה התחדשות עירונית בע""מ
יהונתן נתניהו 1, אור יהודה
514639525

מצלאוי חברה לבנין בע""מ
דרך רפאל איתן 1, קרית אונו
512726712
","
שילר אורן הנדסה בע""מ
רח' משה סנה 21, תל אביב

",,הרצליה,6538,504-0138628,מרול אטמן,ערן שילר,,ערן שילר,420-423,,,הכוזרי,"ש""ח","שילר אורן הנדסה בע""מ",,תכנון קונסטרוקציה,60 יום,Item,sites/Contracts/ProjectContractLibrary/הכוזרי - הרצליה,הכוזרי - הרצליה
CONT-10-1970,חוזה מתכנן קונסטרוקציה1.docx,מתכנן קונסטרוקציה,,,1384987,נרקיסים,טיוטה,,,מחיר קבוע/פאושלי,,,0.4,,germank,,,,,,,,,,,,,"
א.מ.ד.ס מחיר למשתכן
יהונתן נתניהו 1ג', אור יהודה
ש.ר 540274883
","
אבנר איזדיאן מהנדסים בע''מ
בר כוכבא 16, בני ברק
514187251
",,ראשון לציון ,"4240,4241",413-0180570,קובי רפא,אבנר איזידיאן,7,אבנר איזידיאן,מגרשים 4.5.6.8.9.29.30,,,נרקיסים ראשון לציון,"ש""ח",אבנר איזדיאן מהנדסים בע''מ,,הקמת 554 יח''ד בראשון לציון ,שוטף + 30,Item,sites/Contracts/ProjectContractLibrary/נרקיסים,נרקיסים
CONT-10-2334,חוזה מתכנן תנועה רקאוז חן הנדסת כבישים טיוטה 1.docx,מתכנן תנועה,,,311000,הרצליה,טיוטה,2023-08-16 00:00:00,,מחיר קבוע/פאושלי,,,0.6,,germank,,1,בגין,2023-02-15 00:00:00,,,103.2,5.00000000000000,מדד המחירים לצרכן,,,,"
אולפני הרצליה -ע . משותפת אפריקה ישראל מגורים, תדהר וע. לוזון

558426227
","
אייל קראוס הנדסת כבישים
ת.ד. 45174 ירושלים
",,הרצליה,6424,הר/2180,גרמן קגנובסקי ,אייל קראוס,,,148,,,אולפני הרצליה,"ש""ח",אייל קראוס הנדסת כבישים,,הקמת 310 יח''ד על גבי חניון תת קרקעי משותף ומסחר,45 יום,Item,sites/Contracts/ProjectContractLibrary/אולפני הרצליה,אולפני הרצליה
CONT-10-1874,חוזה מתכנן תנועה.docx,מתכנן תנועה,2018-12-30 00:00:00,,129000,נס ציונה מחיר למשתכן,טיוטה,2018-12-30 00:00:00,2022-09-09 23:00:00,מחיר קבוע/פאושלי,100,,0.2,,kooksec,,2,הידוע ב 30/12/18,,,45,223.333,,מדד המחירים לצרכן ,,,,"
א.מ ישראל מגורים יזמות בע""מ.
מ.ז 514957794
",אייל קראוס הנדסת ,,נס ציונה,,,,,,,,,,"א.מ ישראל מגורים יזמות בע""מ","ש""ח","אייל קראוס הנדסת כבישים בע""מ","א.מ ישראל מגורים יזמות בע""מ","ייעוץ תנועה וחניה הכולל 180 יח""ד ב-3 ממגרשים. התכנון יבוצע לצורך היתר בניה :תכנון מפורט",שוטף + 30,Item,sites/Contracts/ProjectContractLibrary/נס ציונה מחיר למשתכן,נס ציונה מחיר למשתכן
CONT-10-1910,חוזה מתכנן תנועה.docx,מתכנן תנועה,,,205444,סביוני רעננה צפון,טיוטה,2020-01-01 00:00:00,,מחיר קבוע/פאושלי,,,0.6,,germank,,1,בגין,2019-12-31 00:00:00,,,223.7832,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
דגש הנדסה תכנון תנועה ודרכים בע''מ
בן גוריון 11 בני ברק
512329376
",,רעננה, 6578 ,רע/708,גרמן קגנובסקי,עירד שרייבר,,עירג שרייבר,151,,,הקמה 150 יח''ד ומסחר על גבי החניון תת קרקעי,"ש""ח",דגש הנדסה תכנון תנועה ודרכים בע''מ,,הקמה 150 יח''ד ומסחר,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני רעננה צפון,סביוני רעננה צפון
CONT-10-2012,חוזה מתכנן תנועה.docx,מתכנן תנועה,,,,מורדות ארנונה,טיוטה,,,,100%,,,,,,,,,,,,,,,,,"א.מ. ישראל מגורים פיתוח בע""מ
יוני נתניהו 1 ג' אור יהודה
513313148       ","אייל קראוס הנדסת כבישים בע""מ
             בית הדפוס 22, ירושלים
             512699851",,ירושלים,,,אבי ברטי לוי,אייל קראוס,,אייל קראוס,,,,"א.מ. ישראל מגורים פיתוח בע""מ",,"אייל קראוס הנדסת כבישים בע""מ",,,,Item,sites/Contracts/ProjectContractLibrary/מורדות ארנונה,מורדות ארנונה
CONT-10-2099,חוזה מתכנן תנועה.docx,מתכנן תנועה,2021-11-11 00:00:00,,230000,,אושר,2020-06-18 00:00:00,2028-04-03 21:00:00,מחיר קבוע/פאושלי,100%,,0.5,,avic,,1,בגין,2020-06-17 00:00:00,,80,223.3374,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
תדם הנדסה אזרחית בע""מ
רחוב אתגר 2  , טירת הכרמל , בנין כרמל ,
פארק עסקים כרמל , 30200

",,קרית אתא,10255      ,כ/248,"אבי כהן מחברת אפריקה ישראל מגורים בע""מ ",רגב טורס,4,רגב טורס ,מגרשים 57-65,,,גבעת הכלניות ( טרם ניתן שם לפרויקט ),"ש""ח","תדם הנדסה אזרחית בע""מ","אפריקה ישראל מגורים בע""מ ",תכנון ויעוץ תנועה וחניות בפרוקיט ,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/גבעת הכלניות - קרית אתא,גבעת הכלניות - קרית אתא
CONT-10-2142,חוזה מתכנן תנועה.docx,מתכנן תנועה,2021-01-01 00:00:00,,101740,,טיוטה,2020-12-16 00:00:00,2024-07-13 21:00:00,מחיר קבוע/פאושלי,,,,,dekelr,,2,ידוע,2020-12-15 00:00:00,,40,223.3374,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
רעמ הנדסת כבישים ותנועה

",,נתניה,8256,נת / 556 / ב / 1,דקל רוקבן,,,,155,מגרש 1409,,נתניה - מגרש 1409,"ש""ח",רעמ הנדסת כבישים ותנועה,,תכנון תנועה,45 יום,Item,sites/Contracts/ProjectContractLibrary/נתניה - מגרש 1409,נתניה - מגרש 1409
CONT-10-2161,חוזה מתכנן תנועה.docx,מתכנן תנועה,,,,רמת שרת שלב ב,טיוטה,,,,50%,,,,,,,,,,,,,,,,,"פ.א פיתוח ובנייה בירושלים בע""מ","אייל קראוס הנדסת תנועה וכבישים בע""מ
בית הדפוס 22 גבעת שאול
512699851",,ירושלים,,,אבי ברטי לוי,,,,,,,"פ.א פיתוח ובנייה בירושלים בע""מ",,"  אייל קראוס הנדסת תנועה וכבישים בע""מ","פ.א פיתוח ובנייה בירושלים בע""מ",,,Item,sites/Contracts/ProjectContractLibrary/רמת שרת שלב ב,רמת שרת שלב ב
CONT-10-2300,חוזה מתכנן תנועה.docx,מתכנן תנועה,2023-06-27 00:00:00,,64500,הכוזרי הרצליה,אושר,2023-07-05 00:00:00,2023-10-02 21:00:00,מחיר קבוע/פאושלי,,,,,ronen,,,,,,3,,,,,,,"
א.מ. ישראל מגורים יזמות בע""מ
יוני נתניהו 1 אור יהודה
514957794

אולפני הרצליה -ע . משותפת אפריקה ישראל מגורים, תדהר וע. לוזון

558426227
","
אברהם גיאלצ'ינסקי אינג'
הבריכה 9 ימין משה   ירושלים
",,הרצליה,3455,12,משה,,,,,,,ניסיון,"ש""ח",אברהם גיאלצ'ינסקי אינג',,רונן - ניסיון,,Item,sites/Contracts/ProjectContractLibrary/הכוזרי - הרצליה,הכוזרי - הרצליה
CONT-10-2312,חוזה מתכנן תנועה.docx,מתכנן תנועה,,,,,טיוטה,,,,,,,,kooksec,,,,,,,,,,,,,"
ביתא רוטשילד בע""מ

515851194
","
אמי מתום מהנדסים ויועצים בע""מ
יבנה 3 חיפה ת.ד 4579
510648272
",,חיפה,,,,,,,,,,,,"אמי מתום מהנדסים ויועצים בע""מ",,,,Item,sites/Contracts/ProjectContractLibrary/רוטשילד חיפה,רוטשילד חיפה
CONT-10-2369,חוזה מתכנן תנועה.docx,מתכנן תנועה,,,532000,אופיס אזור,טיוטה,,,מחיר קבוע/פאושלי,100%,,,,kooksec,,,,,,,,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
דגש הנדסה תכנון תנועה ודרכים בע""מ
רח' בן גוריון 2 רמת גן
512329376
",,אזור,6001,554-0905372,,,,,"115,142, 140",מגרשים 201 ו-202,,מתחם אזור,"ש""ח","דגש הנדסה תכנון תנועה ודרכים בע""מ","אפריקה ישראל מגורים בע""מ","פרויקט מגורים בעירוב שימושים הכולל 443 יח""ד ב6",שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/אופיס - אזור,אופיס - אזור
CONT-10-2092,חוזה נגישות.docx,מתכנן אדריכלות נוף,2018-12-27 00:00:00,,118800,נס ציונה מחיר למשתכן,טיוטה,2018-12-27 00:00:00,2022-09-06 23:00:00,מחיר קבוע/פאושלי,100%,,0.3,,kooksec,,2,,,,45,,,,,,,"
א.מ. ישראל מגורים יזמות בע""מ
יוני נתניהו 1 אור יהודה
514957794
","דני פריגת אדריכלות ונגישות
רח' מיצרי טירן 3 ירושלים
",,נס ציונה,,,אבי ברטי לוי,דני פריגת,,,,,,"א.מ ישראל מגורים יזמות בע""מ","ש""ח",צ'סלר סולומון אדריכלות נוף,"א.מ ישראל מגורים יזמות בע""מ","תכנון ל-216 יח""ד לרבות מרתפי חניה ",שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/נס ציונה מחיר למשתכן,נס ציונה מחיר למשתכן
CONT-10-2297,יועץ בטיחות  הסכם.docx,יועץ בטיחות ,2023-07-04 00:00:00,,,נשר,טיוטה,2022-01-20 00:00:00,2030-01-18 20:00:00,מחיר קבוע/פאושלי,,,,,avic,,2,,2022-01-19 00:00:00,,80,,,,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0

שיכון ובינוי נדל""ן בע""מ
שלם 3 רמת גן 52215
מ.ז 52-002117-1

כלל נכסי נדלן נשר מרכז (נ.נ.נ.מ) שותפות מוגבלת
מרכז עזריאלי בניין משולש 3, תל אביב
540283033
","
נפתלי רונן -אדריכל, יועץ בטיחות בע""מ

",,נשר,11170,355-0359364 ( מכ/866 ),"אבי כהן מחברת אפריקה ישראל מגורים בע""מ ",נפתלי ,5,נפתלי רונן ,,,,אגמי הכרמל ,,"נפתלי רונן -אדריכל, יועץ בטיחות בע""מ",,יועץ בטיחות ,שוטף + 60,Item,sites/Contracts/ProjectContractLibrary/נשר,נשר
CONT-10-2480,יועץ ביסוס קרקע.docx,יועץ ביסוס קרקע,,,,אולפני הרצליה,טיוטה,,,,,,,,germank,,,,,,,,,,,,,"
אולפני הרצליה -ע . משותפת אפריקה ישראל מגורים, תדהר וע. לוזון

558426227
","
עמוס בלנק - עדי לרר מהנדסים בע""מ
הערד 7 תל אביב
",,הרצליה,,,,,,,,,,אולפני הרצליה,,"עמוס בלנק - עדי לרר מהנדסים בע""מ",,,,Item,sites/Contracts/ProjectContractLibrary/אולפני הרצליה,אולפני הרצליה
CONT-10-2295,יועץ בניה ניסיון.docx,יועץ בניה ירוקה,,,,,טיוטה,,,,,,,,ronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,sites/Contracts/ProjectContractLibrary/רוטשילד חיפה,רוטשילד חיפה
CONT-10-2071,יועץ נגישות רעננה.docx,יועץ נגישות,,,40000,,טיוטה,2020-04-01 00:00:00,,מחיר קבוע/פאושלי,,,,,germank,,1,בגין,2020-03-31 00:00:00,,,223.7832,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
ורשבסקי נגישות בע''ם
הפרדס 18, רמות השבים 
515293280
",,רעננה,6585,רן/708,גרמן קגנובסקי ,אבי ורשבסקי ,,,151,,,סביוני רעננה צפון,"ש""ח",ורשבסקי נגישות בע''ם,,ה,50 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני רעננה צפון,סביוני רעננה צפון
CONT-10-2479,יועץ נגישות.docx,יועץ נגישות,,,,,טיוטה,,,,,,,,germank,,,,,,,,,,,,,"
אולפני הרצליה -ע . משותפת אפריקה ישראל מגורים, תדהר וע. לוזון

558426227
","
אולג סביצקי
לכיש 45 אשדוד
313928855
",,הרצליה,,,,,,,,,,אולפני הרצליה,,אולג סביצקי,,הקמה פרויקט מגורים 358 יח''ד על גבי חניון תת קרקעי,,Item,sites/Contracts/ProjectContractLibrary/אולפני הרצליה,אולפני הרצליה
CONT-5-716,מכרז קבלן ראשי מגורים נשר שלב 1 2026.docx,קבלן ראשי כללי,,,,נשר,טיוטה,,,מחיר קבוע/פאושלי,"חב' כלל נדלן 50%   , חברת שיכון ובינוי נדל""ן בע""מ 25%  , חברת אפריקה ישראל מגורים בע""מ 25% ",,0.4,,avic,,1,,,,,,4.00000000000000,מדד הבניה בעיקור שעות קיץ,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0

כלל נכסי נדלן נשר מרכז (נ.נ.נ.מ) שותפות מוגבלת
מרכז עזריאלי בניין משולש 3, תל אביב
540283033

שיכון ובינוי נדל""ן בע""מ
שלם 3 רמת גן 52215
מ.ז 52-002117-1
",,,נשר,11170,מכ/866  מתחם כלל מגורים נשר ,"אבי כהן מחברת אפריקה ישראל מגורים בע""מ ",,,,30-35,,,אגמי בראשית,"ש""ח",,,קבלן ראשי למג' 29-34 כולל פיתוח צמוד,שוטף + 60,Item,sites/Contracts/ProjectContractLibrary/נשר,נשר
CONT-10-2158,ניהול תיאום ופיקוח אחים מרגולין רעננה.docx,ניהול תיאום ופיקוח,,,,סביוני רעננה צפון,טיוטה,2021-06-01 00:00:00,,מחיר קבוע/פאושלי,,,,,germank,,2,ידוע,2021-05-31 00:00:00,,,226.4666,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
אחים מרגולין הנדסה וייעוץ בע""מ
גוש עציון 7 ב.דוידוב קומה 5 גבעת שמואל 54030
",,רעננה,,,,,,,,,,סביוני רעננה ,,"אחים מרגולין הנדסה וייעוץ בע""מ",,הקמת 150 יח''ד ומסחר ,,Item,sites/Contracts/ProjectContractLibrary/סביוני רעננה צפון,סביוני רעננה צפון
CONT-10-2458,ניסיון רונן.docx,קבלן חפירה ודיפון,,,,,טיוטה,,,,,,,,,,,,,,,,,,,,,,,,טבריה,,,,,,,,,,,,,,,,Item,sites/Contracts/ProjectContractLibrary/שדרות הסביונים,שדרות הסביונים
CONT-10-1871,ניסיון1.docx,קבלן חפירה ודיפון,,,,ספייס 3,ממתין,,,,,2,,,ronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,sites/Contracts/ProjectContractLibrary/סביון במשתלה,סביון במשתלה
CONT-10-2108,סביוני גבעת שמואל - 1001 1005 - חוזה קבלן.docx,קבלן ראשי כללי,,,,גבעת שמואל,טיוטה,,,,,,,,meryle,,,,,,,,,,,,,,,,גבעת שמואל,6191,427-0218768,מרול אטמן,,,,"81, 83, מגרשים 1001, 1005",,,"סביוני גבעת שמואל - מגרשים 1001, 1005",,,,הקמת 2 בנייני מגורים מעל חניון משותף כולל עבודות פיתוח צמוד,,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2191,סביוני גבעת שמואל - 1004-1005 - חוזה מעצב פנים.docx,מעצב פנים,,,100000,גבעת שמואל,טיוטה,2022-02-02 00:00:00,2026-04-23 21:00:00,מחיר קבוע/פאושלי,100%,,0.1,,meryle,,1,בגין,2022-02-01 00:00:00,,48,231.3849,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
מיכל גינזבורג
רח' רש""י 8, רמת השרון
",,גבעת שמואל,6191,427-0218768,מרול אטמן,מיכל גינזבורג,,מיכל גינזבורג,"82, 83",,,סביוני גבעת שמואל - מגרשים 1004-1005,"ש""ח",מיכל גינזבורג,"גבעת שמואל החדשה בע""מ",עיצוב פנים בשטחים המשותפים,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2177,סביוני גבעת שמואל  1006-1007 - חוזה אדריכל.docx,אדריכל מגורים ומסחר,2022-07-24 00:00:00,,2398000,גבעת שמואל,טיוטה,2022-03-11 00:00:00,2027-02-11 22:00:00,למדידה,100%,,0.11,,meryle,,1,בגין,2022-03-10 00:00:00,,60,232.7263,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","

מילוסלבסקי אדריכלים
בן גוריון 59 , בני ברק

",,גבעת שמואל,6191,427-0218768,מרול אטמן,אודליה ורד-תימור,,גיא מילוסלבסקי,84-85,,,סביוני גבעת שמואל מגרשים 1006-1007,"ש""ח",מילוסלבסקי אדריכלים,,תכנון אדריכלי מגורים ומסחר,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2393,סביוני גבעת שמואל - 1006-1007 - חוזה קבלן ראשי.docx,קבלן ראשי כללי,,,,גבעת שמואל,טיוטה,,,,100%,,,,meryle,,,,,,,,,,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
",,,גבעת שמואל,6191,427-0218768,מרול אטמן,,,,84-85,,,סביוני גבעת שמואל מגרשים 1006-1007,,,,"הקמת 2 מגדלי מגורים מעל 2 קומות מסחר וחניון תת""ק כולל פיתוח צמוד",,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-2276,סביוני גבעת שמואל - גמרשים 1006-1007 -חוזה יועץ בניה ירוקה ותרמי.docx,יועץ בניה ירוקה,2023-08-20 00:00:00,,101000,גבעת שמואל,טיוטה,2023-02-02 00:00:00,2027-01-10 22:00:00,מחיר קבוע/פאושלי,100%,,0.3,,meryle,,1,בגין,2023-02-01 00:00:00,,48,243.3794,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
ESD פיתוח סביבה וקיימות
גיבורי ישראל 10א' נתניה

",,גבעת שמואל,6191,427-0218768,מרול אטמן,שמוליק ליפשין,35,שמוליק ליפשין,"84,85",,,סביוני גבעת שמואל מגרשים 1006-1007,"ש""ח",ESD פיתוח סביבה וקיימות,,"ייעוץ בניה ירוקה, איכות סביבה ותרמי",60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
CONT-10-1403,סביוני גבעת שמואל - חוזה אדריכל מגורים ומסחרי.docx,אדריכל מגורים ומסחר,,,,סביוני בעת שמואל,אושר,2012-04-02 00:00:00,2023-03-22 20:00:00,,100,,0.9,,meryle,,1,בגין,2012-04-01 00:00:00,,120,218.972,5.00000000000000,מדד המחירים לצרכן,,,,"
גבעת שמואל החדשה בע""מ
יהונתן נתניהו 1ג', אור יהודה
514677533
","
יסקי-מור-סיון
בן גוריון 1, בני ברק
ש.מ. 550222129
",,,6191,"ממ/2/3074, 427-0218768",מרול אטמן,גבי גל,,מור עמיהוד ו/או סיון יוסי ו/או יסקי יעקב,,,,סביוני גבעת שמואל,"ש""ח",יסקי-מור-סיון,גבעת שמואל החדשה,תכנון אדריכלי סביוני גבעת שמואל,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גבעת שמואל,סביוני גבעת שמואל
